┌央视频道┐,#genre#
江西卫视,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.123:8164
广东卫视,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.142:8048
河北卫视,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.148:8072
深圳卫视,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.134:8020
吉林卫视,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.240:8172
北京卫视,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.241:8000

安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
延边卫视1,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8
延边卫视2,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8
黄河卫视,http://liveflash.sxrtv.com/live/huanghe.m3u8?sub_m3u8=true&edge_slice=true
兵团卫视,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022606701/timeshift.m3u8?delay=0&cdn=520
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=dc348a27bd36fe1bd63562af5e7269ea&txTime=771EF880
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484
山西卫视,http://liveflash.sxrtv.com/live/sxwshd.m3u8?sub_m3u8=true&edge_slice=true
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8

├体育频道┤,#genre#

红牛RedBull,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_6660.m3u8#http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8
欧洲体育1,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/141/index.m3u8
极限运动,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/144/index.m3u8
俄罗斯体育,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/530/index.m3u8
天空体育,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7336/index.m3u8
天空体育,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7341/index.m3u8
曼联MUTV,https://bcovlive-a.akamaihd.net/r2d2c4ca5bf57456fb1d16255c1a535c8/eu-west-1/6058004203001/playlist.m3u8

├少儿频道┤,#genre#

金鹰卡通,http://cd.sy012.com:4000/rtp/232.0.0.181:9180
优漫卡通,http://cd.sy012.com:4000/rtp/232.0.0.182:9182
卡酷动画,http://cd.sy012.com:4000/rtp/232.0.0.199:9216
嘉佳卡通,http://cd.sy012.com:4000/rtp/232.0.0.180:9178
动漫秀场,http://cd.sy012.com:4000/rtp/232.0.0.140:9304
哈哈炫动,http://cd.sy012.com:4000/rtp/232.0.0.103:8636

├综合频道┤,#genre#

凤凰资讯,http://114.132.99.29:8883/代理文件.php?vd=uu2&id=fhzx
凤凰中文,http://114.132.99.29:8883/代理文件.php?vd=uu2&id=fhzw
凤凰香港,http://114.132.99.29:8883/代理文件.php?vd=uu2&id=fhhk
凤凰资讯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰中文,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰香港,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8
明珠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=mzt
无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn
TVBS-娱乐新闻,https://edge6a.v2h-cdn.com/enew/enew.stream/chunklist.m3u8
TVB星河,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
半岛新闻,https://live-hls-aje-ak.getaj.net/AJE/01.m3u8?zshijd
半岛新闻,https://live-hls-aje-ak.getaj.net/AJE/01.m3u8?zshijd

凤凰中文,http://112.19.171.156:9999/udp/239.93.0.162:2192
凤凰中文,http://112.19.171.156:9999/udp/239.93.1.9:2192
凤凰资讯,http://112.19.171.156:9999/udp/239.93.0.118:2191
凤凰资讯,http://112.19.171.156:9999/udp/239.93.1.4:2191

凤凰资讯,http://www.cdtriot.cn:9999/udp/239.93.0.118:2191
凤凰中文,http://www.cdtriot.cn:9999/udp/239.93.0.162:2192

星空卫视,http://112.19.171.156:9999/udp/239.93.0.156:2193
星空卫视,http://112.19.171.156:9999/udp/239.93.1.10:2193
凤凰音乐,http://112.19.171.156:9999/udp/239.93.0.157:2194
凤凰音乐,http://112.19.171.156:9999/udp/239.93.1.7:2194
凤凰中文,http://1.62.64.252/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.flv
凤凰资讯,http://1.62.64.252/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.flv
凤凰香港,http://1.62.64.252/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.flv
凤凰中文,http://112.19.171.156:9999/udp/239.93.0.162:2192
凤凰资讯,http://112.19.171.156:9999/udp/239.93.0.118:2191
凤凰中文,http://play-flive.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰资讯,http://play-flive.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰中文,http://27.154.214.56:8888/rtp/239.61.2.184:9092
凤凰中文,https://play-flive.ifeng.com/live/06OLEGEGM4G.flv
凤凰中文,http://103.95.24.37:880/fhws.m3u8
凤凰中文,http://www.yao87.com:4022/udp/239.76.253.135:9000
凤凰资讯,http://27.154.214.56:8888/rtp/239.61.2.183:9086
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8
凤凰资讯,http://113.64.145.91:8081/hls/36/index.m3u8
凤凰资讯,http://www.yao87.com:4022/udp/239.76.253.134:9000
凤凰资讯,https://play-flive.ifeng.com/live/06OLEEWQKN4.flv
凤凰中文,http://183.204.13.237/cee7354084e908e7d71a99f88ecd0c61.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港文旅,http://ali-play.lezhibo.com/lezhibo/6ad788f1bbab4c689ecdc0d64a1e1601.m3u8
香港文旅,https://ali-play.lezhibo.com/lezhibo/6ad788f1bbab4c689ecdc0d64a1e1601.m3u8
香港-环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
香港-面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
香港-RHK33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
香港-RHK34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
香港-RHK35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
香港-耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/chunklist_w99771165.m3u8
香港-耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
香港-翡翠台,https://iptv.hiper25.com/TVB/video.m3u8
香港-HOY77,http://51.89.21.73:27347/livehttpplay?channel_id=20152
澳门卫视,http://61.244.22.5/ch3/ch3.live/chunklist_w1228316132.m3u8
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
大爱1,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱2,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
大立,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
好消息综合台,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch1-2.m3u8
民视台,http://50.7.238.114:8278/ftvtaiwan_twn/playlist.m3u8?tid=MDFD8196635981966359&ct=19226&tsum=b82639ac8b4590b4206effe348e2f9c2
东森超视,http://50.7.238.114:8278/ettvsuper/playlist.m3u8?tid=MA4A3005409230054092&ct=19225&tsum=c5d89f66fa1a8bcd26f482d4a370def5
Plus,https://bcovlive-a.akamaihd.net/rce33d845cb9e42dfa302c7ac345f7858/ap-northeast-1/6282251407001/playlist.m3u8
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
NHK世界台,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index.m3u8
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
TVBS娱乐新闻,https://edge6a.v2h-cdn.com/enew/enew.stream/chunklist.m3u8
TVB星河,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
民视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
番薯音乐,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
番薯音乐,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
新加坡-亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
新加坡-亚洲新闻,http://50.7.238.114:8278/cna/playlist.m3u8?tid=MFAF1272681512726815&ct=19225&tsum=4d6a781648283b1bb018bc5c098432d0
荔枝台,http://glive.grtn.cn/live/lizhi.m3u8
朝鲜新闻,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8

├影视轮播┤,#genre#

周星驰,http://cfss.cc/cdn/hy/11342412.m3u8
周星驰,http://cfss.cc/cdn/hy/11336587.m3u8
周润发,http://cfss.cc/cdn/hy/11342387.m3u8
林正英,http://cfss.cc/cdn/hy/11342421.m3u8
李连杰,http://cfss.cc/cdn/hy/11342390.m3u8
刘德华,http://cfss.cc/cdn/hy/11342424.m3u8
洪金宝,http://cfss.cc/cdn/hy/11279251.m3u8
梁家辉,http://cfss.cc/cdn/hy/11342429.m3u8
周海媚,http://cfss.cc/cdn/hy/11279247.m3u8
成龙,http://cfss.cc/cdn/hy/11342386.m3u8
曾江,http://cfss.cc/cdn/hy/11601981.m3u8
沈腾,http://cfss.cc/cdn/hy/11601968.m3u8
王晶,http://cfss.cc/cdn/hy/11602058.m3u8
黄渤,http://cfss.cc/cdn/hy/11352876.m3u8
许氏三杰,http://cfss.cc/cdn/hy/11601972.m3u8
杰森·斯坦森,http://cfss.cc/cdn/hy/21059588.m3u8
巨石·强森,http://cfss.cc/cdn/hy/21059581.m3u8

电影_漫威,http://cfss.cc/cdn/hy/11602034.m3u8
电影_宇宙,http://cfss.cc/cdn/hy/11342428.m3u8
电影_怪兽,http://cfss.cc/cdn/hy/21059577.m3u8
电影_武侠,http://cfss.cc/cdn/hy/11342427.m3u8
电影_警匪,http://cfss.cc/cdn/hy/11352886.m3u8
电影_罪犯,http://cfss.cc/cdn/hy/11352962.m3u8
电影_枪战,http://cfss.cc/cdn/hy/21059579.m3u8
电影_海盗,http://cfss.cc/cdn/hy/21059595.m3u8
电影_救援,http://cfss.cc/cdn/hy/21059594.m3u8
电影_热血,http://cfss.cc/cdn/hy/11352934.m3u8
电影_盗墓,http://cfss.cc/cdn/hy/21059552.m3u8
电影_贺岁,http://cfss.cc/cdn/hy/11601971.m3u8
电影_玄幻,http://cfss.cc/cdn/hy/11342414.m3u8
电影_谍战,http://cfss.cc/cdn/hy/21059585.m3u8
电影_战争,http://cfss.cc/cdn/hy/21059592.m3u8
电影_喜剧,http://cfss.cc/cdn/hy/11352877.m3u8
电影_港片,http://cfss.cc/cdn/hy/11602043.m3u8
电影_国产,http://cfss.cc/cdn/hy/11352973.m3u8
电影_八点档,http://cfss.cc/cdn/hy/880261.m3u8
电影_蜘蛛侠,http://cfss.cc/cdn/hy/21059599.m3u8
电影_贺岁片,http://cfss.cc/cdn/hy/11601986.m3u8
电影_功夫片,http://cfss.cc/cdn/hy/11352941.m3u8
电影_黑帮片,http://cfss.cc/cdn/hy/11336719.m3u8
电影_丧尸片,http://cfss.cc/cdn/hy//21059578.m3u8
电影_灾难片,http://cfss.cc/cdn/hy/11602075.m3u8
电影_战争片,http://cfss.cc/cdn/hy/21059574.m3u8
电影_犯罪片,http://cfss.cc/cdn/hy/11352974.m3u8
电影_谍战片,http://cfss.cc/cdn/hy/21059587.m3u8
电影_高分动作,http://cfss.cc/cdn/hy/11352884.m3u8
电影_经典港片,http://cfss.cc/cdn/hy/11352965.m3u8
电影_超异能族,http://cfss.cc/cdn/hy/21059586.m3u8
电影_古墓系列,http://cfss.cc/cdn/hy/11352913.m3u8
电影_动作电影,http://cfss.cc/cdn/hy/11602077.m3u8

电影_星爷,http://159.75.85.63:35455/huya/11342412
电影_英叔,http://159.75.85.63:35455/huya/11342421
电影_发哥,http://159.75.85.63:35455/huya/11342387
电影_成龙,http://159.75.85.63:35455/huya/11342386
电影_王晶,http://159.75.85.63:35455/huya/11602058
电影_沈腾,http://159.75.85.63:35455/huya/11601968
电影_黄渤,http://159.75.85.63:35455/huya/11352876
电影_强森,http://159.75.85.63:35455/huya/21059581
电影_漫威,http://159.75.85.63:35455/huya/11602034
电影_宇宙,http://159.75.85.63:35455/huya/11342428
电影_怪兽,http://159.75.85.63:35455/huya/21059577
电影_武侠,http://159.75.85.63:35455/huya/11342427
电影_警匪,http://159.75.85.63:35455/huya/11352886
电影_罪犯,http://159.75.85.63:35455/huya/11352962
电影_枪战,http://159.75.85.63:35455/huya/21059579
电影_海盗,http://159.75.85.63:35455/huya/21059595
电影_赛车,http://159.75.85.63:35455/huya/11279247
电影_推荐,http://159.75.85.63:35455/huya/11602041
电影_救援,http://159.75.85.63:35455/huya/21059594
电影_热血,http://159.75.85.63:35455/huya/11352934
电影_盗墓,http://159.75.85.63:35455/huya/21059552
电影_贺岁,http://159.75.85.63:35455/huya/11601971
电影_玄幻,http://159.75.85.63:35455/huya/11342414
电影_谍战,http://159.75.85.63:35455/huya/21059585
电影_战争,http://159.75.85.63:35455/huya/21059592
电影_喜剧,http://159.75.85.63:35455/huya/11352877
电影_港片,http://159.75.85.63:35455/huya/11602043
电影_国产,http://159.75.85.63:35455/huya/11352973
电影_周星星,http://159.75.85.63:35455/huya/11336587
电影_李连杰,http://159.75.85.63:35455/huya/11342390
电影_洪金宝,http://159.75.85.63:35455/huya/11279251
电影_梁家辉,http://159.75.85.63:35455/huya/11342429
电影_许冠英,http://159.75.85.63:35455/huya/11601972
电影_刘德华,http://159.75.85.63:35455/huya/11342424
电影_斯坦森,http://159.75.85.63:35455/huya/21059588
电影_小鬼头,http://159.75.85.63:35455/huya/11352963
电影_八点档,http://159.75.85.63:35455/huya/880261
电影_蜘蛛侠,http://159.75.85.63:35455/huya/21059599
电影_贺岁片,http://159.75.85.63:35455/huya/11601986
电影_功夫片,http://159.75.85.63:35455/huya/11352941
电影_黑帮片,http://159.75.85.63:35455/huya/11336719
电影_丧尸片,http://159.75.85.63:35455/huya/21059578
电影_灾难片,http://159.75.85.63:35455/huya/11602075
电影_谍战片,http://159.75.85.63:35455/huya/21059587
电影_战争片,http://159.75.85.63:35455/huya/21059574
电影_犯罪片,http://159.75.85.63:35455/huya/11352974
电影_古装片,http://159.75.85.63:35455/huya/11336590
电影_高分动作,http://159.75.85.63:35455/huya/11352884
电影_动作电影,http://159.75.85.63:35455/huya/11602077
电影_搞笑喜剧,http://159.75.85.63:35455/huya/11342423
电影_喜剧专场,http://159.75.85.63:35455/huya/11602044
电影_欢笑影院,http://159.75.85.63:35455/huya/11352894
电影_不挤影院,http://159.75.85.63:35455/huya/11352897
电影_国产悬疑,http://159.75.85.63:35455/huya/11342395
电影_快意江湖,http://159.75.85.63:35455/huya/11342435
电影_黑帮斗争,http://159.75.85.63:35455/huya/11342419
电影_古墓系列,http://159.75.85.63:35455/huya/11352913
电影_嫣然影厅,http://159.75.85.63:35455/huya/11601977
电影_女神系列,http://159.75.85.63:35455/huya/11336571
电影_经典女神,http://159.75.85.63:35455/huya/11352909
电影_许氏三杰,http://159.75.85.63:35455/huya/11602033
电影_经典港片,http://159.75.85.63:35455/huya/11352965
电影_镖行天下,http://159.75.85.63:35455/huya/11352969
电影_高能反转,http://159.75.85.63:35455/huya/11352887
电影_喜乐影院,http://159.75.85.63:35455/huya/21059580
电影_蘑菇影厅,http://159.75.85.63:35455/huya/11601981
电影_搞笑恐怖,http://159.75.85.63:35455/huya/11601960

├帝都北京┤,#genre#

房山无线频道,http://live.funhillrm.com/2/sd/live.m3u8
房山有线频道,http://live.funhillrm.com/5/sd/live.m3u8
石景山有线,http://live.sjsrm.com/bjsjs/sd/live.m3u8

├钱塘浙江┤,#genre#

绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8?zzhed
绍兴文化影院,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8?zzhed
武义新闻综合,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8?zzhed
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed
平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed
余杭综合频道,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8?zzhed
余杭未来E频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed
余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed
余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8?zzhed
嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed
兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed
浙江钱江都市,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江经济生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江科教影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江公共新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
义乌新闻综合,https://44911.hlsplay.aodianyun.com/tv_radio_44911/tv_channel_1796.m3u8?auth_key=4830573978-0-0-92824c2c03f95906a3c49a4aa28f1709&extra_key=Yc1XsmxOKy2UBoPM4Wy5vCPsEYqnj06taCR2SRB2Xrg2w28NPilH03KdIbbM5wgSql-VBohSnoO9AOKl94q2t2DWMftz-XB-2qUX-UjXcS80StcSZahBFjrKLivXaRjiY5r2NOMKWMKFbv-S0Bz2G6iEXgCK8yGjtrFHDcPfAQEE0pvXq0Bwy34b7We8zARN&ali_ffmpeg_version=mpengine

├京师江苏┤,#genre#

淮安公共频道,http://live1.habctv.com/ggpdsl/sd/live.m3u8?zjiangsd
淮安影院娱乐,http://live1.habctv.com/ysylsl/sd/live.m3u8?zjiangsd
无锡新闻综合,http://stream.thmz.com/wxtv1/sd/live.m3u8?zjiangsd
无锡娱乐,http://stream.thmz.com/wxtv2/sd/live.m3u8?zjiangsd
无锡都市资讯,http://stream.thmz.com/wxtv3/sd/live.m3u8?zjiangsd
无锡生活,http://stream.thmz.com/wxtv4/sd/live.m3u8?zjiangsd
无锡经济,http://stream.thmz.com/wxtv5/sd/live.m3u8?zjiangsd
张家港新闻综合,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8?zjiangsd
张家港民生频道,http://3gvod.zjgonline.com.cn:1935/live/shehuishenghuo2/playlist.m3u8?zjiangsd
大丰公共频道,http://dafeng-tv-hls.cm.jstv.com/dafeng-tv/dafenget.m3u8?zjiangsd
东台综合频道,http://dongtai-tv-hls.cm.jstv.com/dongtai-tv/dongtaizonghe.m3u8?zjiangsd
盐都综合频道,http://yandu-tv-hls.cm.jstv.com/yandu-tv/yanduzh.m3u8?zjiangsd
溧水新闻综合,http://live.lsrmw.cn/zhpd/sd/live.m3u8?zjiangsd
溧水影院娱乐,http://live.lsrmw.cn/ysyl/sd/live.m3u8?zjiangsd
淮阴综合频道,http://huaiyin-tv-hls.cm.jstv.com/huaiyin-tv/huaiyinf.m3u8?zjiangsd
金湖新闻综合,http://jinhu-tv-hls.cm.jstv.com/jinhu-tv/jinhuzh.m3u8?zjiangsd
金坛新闻频道,http://jintan-tv-ori-hls.jstv.com/jintan-tv-ori/jintan_xw.m3u8?zjiangsd
海安新闻综合,http://haian-tv-hls.cm.jstv.com/haian-tv/haaxwzh.m3u8?zjiangsd
沭阳综合频道,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8?zjiangsd
东海新闻频道,http://donghai-tv-hls.cm.jstv.com/donghai-tv/donghaixinwensp.m3u8?zjiangsd
泗阳综合频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8?zjiangsd
泗阳资讯频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8?zjiangsd

├江淮安徽┤,#genre#

宿州公共,http://live.ahsz.tv/video/s10001-ggpd/index.m3u8?zanhd
六安新闻综合,http://pili-live-rtmp.luan2.hfmt.net/luan2/jjpd.m3u8?zanhd
六安公共,http://pili-live-rtmp.luan2.hfmt.net/luan2/ggpd.m3u8?zanhd
淮南新闻综合,http://stream.0554news.com/hnds1/sd/live.m3u8?zanhd
淮南公共,http://stream.0554news.com/hnds2/sd/live.m3u8?zanhd
固镇新闻,http://www.guzhenm.com:7001/hls/hd-live.m3u8?zanhd
灵璧综合,http://live.cms.anhuinews.com/video/s10003-lbtv/index.m3u8?zanhd

├南粤广东┤,#genre#

广州综合,http://tencentplaygzrb.gztv.com/sec/zonghes.m3u8
广州新闻,http://tencentplaygzrb.gztv.com/sec/xinwen.m3u8
广州竞赛,http://tencentplaygzrb.gztv.com/sec/jingsai.m3u8
广州影视,http://tencentplaygzrb.gztv.com/sec/yingshi.m3u8
广州法治,http://tencentplaygzrb.gztv.com/sec/fazhi.m3u8
广州南国都市,http://tencentplaygzrb.gztv.com/sec/nanguodushi.m3u8

GRTN荔枝台,http://glive.grtn.cn/live/lizhi.m3u8
GRTN生活频道,http://glive.grtn.cn/live/life.m3u8
GRTN文化频道,https://glive.grtn.cn/live/wenhua_test0203.m3u8
GRTN纪录片频道,http://glive.grtn.cn/live/jilupian.m3u8
GRTN健康频道,http://glive.grtn.cn/live/health.m3u8

汕头综合,http://14.117.236.179:9000/udp/239.253.43.45:5146
汕头经济生活,http://14.117.236.179:9000/udp/239.253.43.46:5146
汕头文旅体育 ,http://14.117.236.179:9000/udp/239.253.43.47:5146
广东珠江,http://14.117.236.179:9000/udp/239.77.0.1:5146
广东影视,http://14.117.236.179:9000/udp/239.77.0.217:5146
广东体育,http://14.117.236.179:9000/udp/239.77.0.112:5146
综合频道,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=674aeca50dfeefc6efa198e78961edad&txTime=18dee1c163b
新闻频道,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=0e041804592189411530ffef290839ba&txTime=18dee1c163b
法治频道,https://tencentplay.gztv.com/live/fazhi.m3u8?txSecret=7380dd5893f76f75360a948c29d73cbe&txTime=18dee1c163b
竞赛频道,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=e77300a7d25a592dde0c6d50ba6f3d86&txTime=18dee1c163b
影视频道,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=f9904042a7576cfaac2a6c595cc3b645&txTime=18dee1c163b
4K南国都市频道,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=6bda81486d2041abeceb60b3f203db2c&txTime=18dee1c163b
广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8#https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1617289309-0-0-7b2730980c8860963374597c20ad3935?zguangd#https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1612881417-0-0-bc7ddba066481bc805fc1e800654e721?zguangd
番禺综合,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8#http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?zguangd
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8#http://tmpstream.hyrtv.cn/hygg/playlist.m3u8?_upt=c9befc281606112199?zguangd#http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8?zguangd
河源综合,http://tmpstream.hyrtv.cn/xwzh/playlist.m3u8?_upt=407e01941606112151?zguangd

├壮美广西┤,#genre#

广西卫视(卫视台部分时间没信号),https://mobilelive.gxtv.cn/live/nn_live1004/playlist.m3u8
广西都市,https://mobilelive.gxtv.cn/live/nn_live1006/playlist.m3u8
广西影视,https://mobilelive.gxtv.cn/live/nn_live1003/playlist.m3u8
广西新闻,https://mobilelive.gxtv.cn/live/nn_live1007/playlist.m3u8
广西国际,https://mobilelive.gxtv.cn/live/nn_live1009/playlist.m3u8
乐思购,https://mobilelive.gxtv.cn/live/nn_live1002/playlist.m3u8
广西移动,https://mobilelive.gxtv.cn/live/gxyd/playlist.m3u8
钦州综合,http://stream.gxqzxw.com/qztv/zhhd/live.m3u8
钦州公共,http://stream.gxqzxw.com/qztv02/gghd/live.m3u8
贺州综合,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8
贺州综合,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8
罗城综合,http://111.12.75.177:9100/lctvlive/lch.m3u8?zguangxd
南宁公共,http://110.72.83.218:808/hls/2015/index.m3u8
南宁新闻综合,http://110.72.83.218:808/hls/2014/index.m3u8
南宁影视娱乐,http://110.72.83.218:808/hls/2017/index.m3u8
广西影视,http://111.59.63.32:9901/tsfile/live/1006_1.m3u8
广西新闻,http://111.59.63.32:9901/tsfile/live/1007_1.m3u8
广西综艺旅游,http://111.59.63.32:9901/tsfile/live/1004_1.m3u8
崇左综合频道,http://111.59.63.32:9901/tsfile/live/1002_1.m3u8

├齐鲁山东┤,#genre#

烟台新闻综合,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8?shandd
烟台公共,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8?shandd
